Medición: 2026-09-16 08:19:40 UTC

| Última barra | Símbolos | Plazas |
|---|---|---|
| mié 16 (al día) | 69 | XETRA (32), JPX (7), PAR (7), HKG (5), MCE (4), CRYPTO (3), KSC (3), MIL (3), AMS (2), CPH, SHH, TAI |
| mar 15 (al día) | 46 | NASDAQ (27), NYSE (19) |

Dispersión por plaza:
| Plaza | Escalón mayoritario | No coinciden |
|---|---|---|
| AMS | mié 16 | 0 / 2 |
| CPH | mié 16 | 0 / 1 |
| CRYPTO | mié 16 | 0 / 3 |
| HKG | mié 16 | 0 / 5 |
| JPX | mié 16 | 0 / 7 |
| KSC | mié 16 | 0 / 3 |
| MCE | mié 16 | 0 / 4 |
| MIL | mié 16 | 0 / 3 |
| NASDAQ | mar 15 | 0 / 27 |
| NYSE | mar 15 | 0 / 19 |
| PAR | mié 16 | 0 / 7 |
| SHH | mié 16 | 0 / 1 |
| TAI | mié 16 | 0 / 1 |
| XETRA | mié 16 | 0 / 32 |

Detalle por símbolo:
| Símbolo | Símbolo datos | Plaza | Última barra | Antigüedad | Calendario | Sesiones ausentes |
| RHM.DE | RHM.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-07, 2026-09-15 |
| ENR.DE | ENR.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-07, 2026-09-15 |
| DTE.DE | DTE.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-07, 2026-09-15 |
| DBK.DE | DBK.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-07, 2026-09-15 |
| MUV2.DE | MUV2.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-07, 2026-09-15 |
| IFX.DE | IFX.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-07, 2026-09-15 |
| ASML.AS | ASML.AS | AMS | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XAMS | 2026-09-07, 2026-09-15 |
| ADYEN.AS | ADYEN.AS | AMS | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XAMS | 2026-09-07, 2026-09-15 |
| MC.PA | MC.PA | PAR | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XPAR | 2026-09-07, 2026-09-15 |
| AIR.PA | AIR.PA | PAR | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XPAR | 2026-09-07, 2026-09-15 |
| SU.PA | SU.PA | PAR | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XPAR | 2026-09-07, 2026-09-15 |
| SAF.PA | SAF.PA | PAR | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XPAR | 2026-09-07, 2026-09-15 |
| TTE.PA | TTE.PA | PAR | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XPAR | 2026-09-07, 2026-09-15 |
| OR.PA | OR.PA | PAR | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XPAR | 2026-09-07, 2026-09-15 |
| IBE.MC | IBE.MC | MCE | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XMAD | 2026-09-07, 2026-09-15 |
| ITX.MC | ITX.MC | MCE | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XMAD | 2026-09-07, 2026-09-15 |
| SAN.MC | SAN.MC | MCE | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XMAD | 2026-09-15 |
| BBVA.MC | BBVA.MC | MCE | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XMAD | 2026-09-07, 2026-09-15 |
| RACE.MI | RACE.MI | MIL | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XMIL | 2026-09-07, 2026-09-15 |
| UCG.MI | UCG.MI | MIL | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XMIL | 2026-09-07, 2026-09-15 |
| ENI.MI | ENI.MI | MIL | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XMIL | 2026-09-07, 2026-09-15 |
| NOVO-B.CO | NOVO-B.CO | CPH | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XCSE | 2026-09-07, 2026-09-15 |
| RRU.DE | RRU.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-07, 2026-09-15 |
| BSP.DE | BSP.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-07, 2026-09-15 |
| AZN | AZN | NASDAQ | 2026-09-15 | hace 1 día natural; al día | XNAS | sin sesiones ausentes recientes |
| R6C0.DE | R6C0.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-07, 2026-09-15 |
| 7203.T | 7203.T | JPX | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XTKS | sin sesiones ausentes recientes |
| 6758.T | 6758.T | JPX | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XTKS | sin sesiones ausentes recientes |
| 7011.T | 7011.T | JPX | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XTKS | sin sesiones ausentes recientes |
| 6501.T | 6501.T | JPX | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XTKS | sin sesiones ausentes recientes |
| 9984.T | 9984.T | JPX | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XTKS | sin sesiones ausentes recientes |
| 6857.T | 6857.T | JPX | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XTKS | sin sesiones ausentes recientes |
| 8035.T | 8035.T | JPX | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XTKS | sin sesiones ausentes recientes |
| TSM | TSM | NYSE | 2026-09-15 | hace 1 día natural; al día | XNYS | sin sesiones ausentes recientes |
| 005930.KS | 005930.KS | KSC | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XKRX | sin sesiones ausentes recientes |
| 000660.KS | 000660.KS | KSC | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XKRX | sin sesiones ausentes recientes |
| 0700.HK | 0700.HK | HKG | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XHKG | sin sesiones ausentes recientes |
| 9988.HK | 9988.HK | HKG | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XHKG | sin sesiones ausentes recientes |
| 1810.HK | 1810.HK | HKG | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XHKG | sin sesiones ausentes recientes |
| 1211.HK | 1211.HK | HKG | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XHKG | sin sesiones ausentes recientes |
| INFY | INFY | NYSE | 2026-09-15 | hace 1 día natural; al día | XNYS | sin sesiones ausentes recientes |
| EUNL.DE | EUNL.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| SXR8.DE | SXR8.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| EQQQ.DE | EQQQ.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| EXSA.DE | EXSA.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| IS3N.DE | IS3N.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| EUNN.DE | EUNN.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| ICGA.DE | ICGA.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| QDV5.DE | QDV5.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| IQQT.DE | IQQT.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| IQQK.DE | IQQK.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| VVSM.DE | VVSM.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| DFEN.DE | DFEN.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| Q8Y0.DE | Q8Y0.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| 4GLD.DE | 4GLD.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| EUNH.DE | EUNH.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| ZPRR.DE | ZPRR.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| EXV1.DE | EXV1.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| EXH1.DE | EXH1.DE | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | 2026-09-15 |
| BTC-EUR | BTC-EUR | CRYPTO | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | CRYPTO_24_7 | sin sesiones ausentes recientes |
| ETH-EUR | ETH-EUR | CRYPTO | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | CRYPTO_24_7 | sin sesiones ausentes recientes |
| SOL-EUR | SOL-EUR | CRYPTO | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | CRYPTO_24_7 | sin sesiones ausentes recientes |
| ^VIX | ^VIX | CBOE | N/D | error | N/D | N/D |
| ^GSPC | ^GSPC | SNP | N/D | error | N/D | N/D |
| ^NDX | ^NDX | NASDAQ | 2026-09-15 | hace 1 día natural; al día | XNAS | sin sesiones ausentes recientes |
| ^RUT | ^RUT | WCB | N/D | error | N/D | N/D |
| ^SOX | ^SOX | NASDAQ | 2026-09-15 | hace 1 día natural; al día | XNAS | sin sesiones ausentes recientes |
| ^STOXX | ^STOXX | ZRH | N/D | error | N/D | N/D |
| ^STOXX50E | ^STOXX50E | ZRH | N/D | error | N/D | N/D |
| ^GDAXI | ^GDAXI | XETRA | 2026-09-16 | hoy; al día; barra de hoy posiblemente parcial | XETR | sin sesiones ausentes recientes |
